frase;localizzazione;tempo;grave;moto;deboli;;;
Incidente a Porta Mazzini: 74enne in ospedale;1;0;0;0;0;;;
E' ricoverato in Rianimazione in prognosi riservata, ma non in pericolo di vita, il 74enne che ieri nel pomeriggio è stato travolto da una utilitaria all'altezza di piazza di Porta Maggiore;1;1;0;0;0;;;
L'uomo era in sella alla sua bicicletta quando è avvenuto l'incidente;0;0;0;0;1;;;
Il 74enne, che stava attraversando i viali, è stato sbalzato sul parabrezza del mezzo, per poi cadere a terra;0;0;0;0;0;;;
 Il mezzo a motore, condotto da un quarantenne, secondo i rilievi della polizia locale stava procedendo nella stessa direzione;0;0;0;0;0;;;
"Città metropolitana, nel 2020 giù incidenti stradali, morti e feriti: settembre ""il più triste dei mesi""";0;0;1;0;0;;;
Sicuramente la pandemia ha influito, limitando gli spostamenti, ma, in tutti i casi, nei primi 9 mesi del 2020, incidenti, feriti e morti sulle strade sono calati, come rivela il report della Città metropolitana.;0;0;0;0;0;;;
Incidente in A14, schianto tra due furgoni: un morto e due feriti;1;0;1;0;0;;;
Incidente mortale oggi lungo l'autostrada  A14, all'altezza del chilometro 28 - direzione Bologna, nei pressi del territorio di Ozzano;1;0;1;0;0;;;
Nell'incidente, avvenuto intorno le 12:30 nel tratto tra San Pietro in Casale e San Lazzaro di Savena, sono rimasti coinvolti due furgoni e lanciato l'allarme sul posto sono intervenuti i sanitari del 118, i Vigili del Fuoco, la Polizia Stradale e l'Aspi;1;1;0;0;0;;;
Torino, un piccolo incidente manda nuovamente nel caos piazza Baldissera;1;0;0;0;0;;;
Piazza Baldissera a Torino è rimasta fortemente congestionata per ore nel pomeriggio di oggi, mercoledì 29 marzo 2023;1;1;0;0;0;;;
A innescare il caos, già storico prima che arrivino le modifiche viarie previste dalla giunta comunale in carica, con l'installazione di semafori che prevedono una razionalizzazione della situazione, è stato un piccolo incidente senza feriti;0;0;0;0;0;;;
La polizia locale ha inviato sul posto tre pattuglie allo scopo di dirimere il gigantesco ingorgo, che ha interessato naturalmente anche i mezzi pubblici, penalizzati da inevitabili ritardi;0;0;0;0;0;;;
Due incidenti a Cavour: coinvolti quattro veicoli e quattro feriti;1;0;0;0;0;;;
Brutto incidente nel pomeriggio di oggi, mercoledì 29 marzo 2023, in via Saluzzo (l'ex statale 589) a Cavour, al confine con Barge;1;1;1;0;0;;;
Si è trattato dello scontro frontale tra un'auto e un furgone che ha provocato due feriti trasportati in ospedale;0;0;1;0;0;;;
 Sul posto, oltre ai sanitari, sono intervenuti i carabinieri della stazione cittadina che hanno eseguito i rilievi allo scopo di stabilire le responsabilità dell'accaduto e hanno chiuso a lungo la strada;0;0;0;0;0;;;
Un secondo incidente sulla stessa ex statale ma a nord del paese, in via Pinerolo angolo via Gerbidi, è avvenuto quasi contemporaneamente e ha visto coinvolti un fuoristrada e un’automobile in un impatto quasi frontale;1;0;0;0;0;;;
Il primo mezzo si è ribaltato e anche qui si sono registrati due feriti;0;0;1;0;0;;;
In questo caso i rilievi sono stati eseguiti dai carabinieri del nucleo radiomobile della compagnia di Pinerolo;0;0;0;0;0;;;
+++NOTIZIA IN AGGIORNAMENTO+++;0;0;0;0;0;;;
Incidente a Beinasco: auto finisce contro il comando della polizia locale;1;0;0;0;0;;;
Singolare incidente nella mattinata di oggi, mercoledì 29 marzo 2022, in corso Cavour a Beinasco, dove una Volkswagen Polo è finita contro un segnale stradale, poi contro un idrante e infine si è schiantata contro la recinzione del comando di polizia locale;1;1;0;0;0;;;
Gli agenti, usciti a vedere che cosa fosse accaduto, hanno constatato che al volante del veicolo c'era un italiano di 82 anni residente nella cittadina, verosimilmente colto da un malore al volante;0;0;0;0;0;;;
L'uomo è stato soccorso e trasportato in ambulanza all'ospedale San Luigi di Orbassano;0;0;1;0;0;;;
Le sue condizioni non sono preoccupanti;0;0;0;0;0;;;
Sul posto sono intervenuti anche i vigili del fuoco;0;0;0;0;0;;;
Fortunatamente nessun pedone stava passando da quelle parti in quel momento;0;0;0;0;0;;;
Incidente sul raccordo di Moncalieri: scontro tra due auto, una finisce contro lo spartitraffico;1;0;0;0;0;;;
Incidente nella mattinata di oggi, mercoledì 29 marzo 2023, sul raccordo di Moncalieri in direzione della tangenziale e dell'autostrada Torino-Savona;1;1;0;0;0;;;
All'altezza dello svincolo San Paolo si sono scontrate due auto, una delle quali è andata a finire contro lo spartitraffico a sinistra della carreggiata;1;0;0;0;0;;;
Il conducente è stato trasportato in ambulanza all'ospedale Santa Croce in condizioni non gravi;0;0;0;0;0;;;
Sul posto sono intervenuti gli agenti della polizia stradale di Torino-Settimo e gli ausiliari dell'Ativa;0;0;0;0;0;;;
Non ci sono stati disagi per la circolazione;0;0;0;0;0;;;
Incidenti in tangenziale a Beinasco e Venaria: auto perde una ruota che ne urta un'altra, un ferito;1;0;1;0;0;;;
Incidente in tangenziale sud, direzione nord Milano-Aosta, tra gli svincoli Drosso e Sito Interporto, sul territorio comunale di Benasco, nel pomeriggio di oggi, martedì 28 marzo 2023;1;1;0;0;0;;;
Un'auto, che procedeva in direzione sud, ovvero verso Savona-Piacenza, ha perso la ruota posteriore sinistra che, rimbalzando è arrivata nell’altra carreggiata, colpendo un altro veicolo che dopo l'urto ha perso il controllo tamponando un tir e rimanendo incastrato;0;0;0;0;0;;;
Il conducente di quest'ultimo è stato estratto dalle lamiere dai vigili del fuoco e trasportato in elisoccorso all'ospedale Cto di Torino;0;0;0;0;0;;;
Le sue condizioni in ogni caso non sono gravi;0;0;0;0;0;;;
Il traffico bloccato in entrambe le direzioni, con la formazione di lunghe code;0;0;0;0;0;;;
I rilievi sono stati eseguiti dalla polizia stradale di Pinerolo, sul posto con gli ausiliari dell'Ativa;0;0;0;0;0;;;
Incidente in tangenziale sud tra gli svincoli Drosso e Sito Interporto 28 marzo 2023;1;0;0;0;0;;;
A completare il quadro due tamponamenti in tangenziale nord, uno per direzione, all'altezza dello svincolo di Venaria Reale;1;0;0;0;0;;;
Su entrambi l'intervento della polizia stradale di Torino-Settimo e degli ausiliari dell'Ativa;0;0;0;0;0;;;
Non si sono verificati feriti ma le code sono state estremamente lunghe;0;0;0;0;0;;;
In direzione nord Milano-Aosta coinvolte due auto, in direzione sud Savona-Piacenza tre;0;0;0;0;0;;;
Incidenti in tangenziale a Venaria Reale - 28 marzo 2023;1;0;0;0;0;;;
Incidente a Torino Cenisia: si scontrano due auto e una si ribalta, una ferita in ospedale;1;0;1;0;0;;;
Brutto incidente nella serata di ieri, lunedì 27 marzo 2023, all'incrocio tra corso Peschiera e via Capriolo a Torino;1;1;1;0;0;;;
A scontrarsi sono state una Toyota Yaris e una Fiat 500 che si è ribaltata in carreggiata dopo l'impatto;0;0;0;0;0;;;
Abbattuto anche un semaforo;0;0;0;0;0;;;
Alla fine, fortunatamente, soltanto una donna è stata trasportata in ambulanza all'ospedale Martini in condizioni non gravi;0;0;0;0;0;;;
I rilievi sono stati eseguiti dalla polizia locale che indaga sulla dinamica;0;0;0;0;0;;;
L'incrocio è regolato da semaforo e con ogni probabilità uno dei due veicoli non ha rispettato il rosso;0;0;0;0;0;;;
Problemi per la circolazione nella zona;0;0;0;0;0;;;
Incidente nella rotonda a Grugliasco: auto contro monopattino, uomo in ospedale;1;0;0;0;0;;;
Incidente nel pomeriggio di oggi, lunedì 27 marzo 2023, alla rotonda tra via Crea angolo via Moncalieri a Grugliasco, dove una Fiat Panda guidata da una donna ha investito un monopattino elettrico;1;1;0;0;0;;;
Il conducente del secondo mezzo è stato trasportato in ambulanza all'ospedale di Rivoli in condizioni non preoccupanti;0;0;0;0;0;;;
I rilievi sono stati eseguiti dalla polizia locale, che dovrà stabilire con precisione la dinamica dell'accaduto: per ora è certo che il mezzo leggero arrivasse da corso Allamano, mentre la vettura procedeva in direzione di Torino;0;0;0;0;0;;;
Problemi di circolazione nella zona;0;0;0;0;0;;;
Incidente in tangenziale a Collegno: tamponamento tra due auto, traffico bloccato;1;0;0;0;0;;;
Incidente in tangenziale nord nella mattinata di oggi, mercoledì 15 marzo 2023;0;1;0;0;0;;;
Si è trattato di un tamponamento tra due auto, una Jeep Renegade e una Fiat Doblò, che viaggiavano in corsia di sorpasso in direzione sud Savona-Piacenza avvenuto all'altezza poco dopo lo svincolo Statale 24, sul territorio comunale di Collegno;1;0;0;0;0;;;
Nonostante non si siano verificati feriti gravi (due uomini che erano sulla Renegade sono stati trasportati all'ospedale di Rivoli), lo scontro ha provocato lunghe code;0;0;0;0;0;;;
Oltre ai sanitari con le ambulanze, sul posto sono intervenuti gli agenti della polizia stradale di Torino-Settimo e gli ausiliari dell'Ativa;0;0;0;0;0;;;
Anche nella direzione opposta si sono registrate code a causa dei curiosi che rallentavano;0;0;0;0;0;;;
Incidente in tangenziale a Savonera di Collegno: tamponamento a catena fra tre auto, circolazione nuovamente bloccata;1;0;0;0;0;;;
Nuovo incidente in tangenziale nord dopo quello avvenuto poco prima nel tardo pomeriggio di oggi, martedì 14 marzo 2023;1;1;0;0;0;;;
Questa volta si è trattato del tamponamento a catena fra tre auto (una Toyota Auris, un'Alfa Romeo Giulietta e una Fiat Bravo) avvenuto in corsia di sorpasso all'altezza dello svincolo di Savonera, sul territorio di Collegno, in direzione sud Savona-Piacenza;1;0;0;0;0;;;
Non si sono verificati feriti e sul posto sono intervenuti gli agenti della polizia stradale di Torino-Settimo e gli ausiliari dell'Ativa;0;0;0;0;0;;;
Code e traffico si sono verificati nella direzione dell'incidente e rallentamenti anche in quella opposta a causa dei curiosi che rallentavano per guardare che cosa fosse successo;0;0;0;0;0;;;
Incidente in tangenziale a Torino Stura: auto ribaltata in carreggiata, circolazione bloccata;1;0;0;0;0;;;
Un incidente avvenuto tra gli svincoli di Borgaro Torinese e del raccordo autostradale per Caselle, nella zona dell'area di servizio Stura Sud a Torino, ha bloccato completamente la tangenziale nord in direzione nord Milano-Aosta nel pomeriggio di oggi, martedì 14 marzo 2023;1;1;0;0;0;;;
Si è trattato del ribaltamento di una Dr Zero avvenuto in corsia di sorpasso;0;0;0;0;0;;;
Ferito il conducente, che è stato trasportato in ambulanza all'ospedale Giovanni Bosco;0;0;1;0;0;;;
Le sue condizioni non sarebbero gravi;0;0;0;0;0;;;
Non sono stati coinvolti altri veicoli;0;0;0;0;0;;;
Sul posto sono intervenuti i sanitari, i vigili del fuoco di Torino Stura, gli agenti della polizia stradale di Torino-Settimo e gli ausiliari dell'Ativa;0;0;0;0;0;;;
Lunghissime le code;0;0;0;0;0;;;
Nella direzione opposta si sono verificati rallentamenti a causa dei curiosi;0;0;0;0;0;;;
Incidente a Rivoli: scooter contro camioncino dei rifiuti, grave la passeggera;1;0;1;1;0;;;
Brutto incidente in corso Kennedy a Rivoli nella tarda mattinata di domenica 12 marzo 2023;1;1;0;0;0;;;
Nella curva in prossimità dell'incrocio con corso Torino, in cui in passato vi sono stati anche episodi più tragici, uno scooter si è scontrato frontalmente con un camioncino elettrico della raccolta rifiuti della Cidiu;1;0;0;1;0;;;
A bordo del motociclo viaggiavano un uomo e una donna: il primo ha sfondato il vetro del mezzo pubblico riportando conseguenze non gravi, mentre la seconda, italiana di 35 anni, è finita sotto le ruote riportando conseguenze più serie;0;0;0;1;0;;;
Sono stati trasportati entrambi all'ospedale cittadino e la donna (estratta da sotto il mezzo dai vigili del fuoco) è in prognosi riservata, anche se non sarebbe in immediato pericolo di vita;0;0;0;0;0;;;
Il dipendente della Cidiu ha invece riportato soltanto una ferita a una mano;0;0;0;0;0;;;
I rilievi e le indagini sono stati eseguiti dagli agenti della polizia locale intervenuti anch'essi sul posto;0;0;0;0;0;;;
Incidente a Ceretto di Carignano: auto esce di strada, ragazza in ospedale in condizioni critiche;1;0;1;0;0;;;
Una ragazza italiana di 19 anni residente a Lombriasco è in condizioni critiche all'ospedale Cto di Torino dopo un incidente avvenuto nella notte di oggi, lunedì 13 marzo 2023, sull'ex statale 663 in località Ceretto di Carignano;1;1;1;0;0;;;
Si è trattato dell'uscita di strada di una Peugeot 208 a bordo di cui viaggiavano tre giovanissime: la più grave non era al volante, le altre due (la conducente 23 anni anche lei di Lombriasco e la passeggera di 18 anni residente a Polonghera, nel Cuneese) sono rimaste ferite in modo lieve e sono state trasportate in ambulanza all'ospedale Santa Croce di Moncalieri;0;0;0;0;0;;;
La vettura, che ha anche abbattuto due pali della linea telefonica, è rimasta distrutta e le ragazze sono state estratte dalle lamiere dai vigili del fuoco;0;0;0;0;0;;;
Sul posto sono intervenuti anche i carabinieri della compagnia di Moncalieri a cui competono i rilievi sull'incidente;0;0;0;0;0;;;
I militari dell'Arma hanno chiesto anche l'accertamento ospedaliero sulle condizioni psicofisiche della conducente prima di mettersi al volante, non essendo stato possibile eseguire i test sul momento;0;0;0;0;0;;;
Incidente sulla tangenziale di Torino: code in entrambe le direzioni;1;0;0;0;0;;;
Incidente sulla tangenziale di Torino all'altezza di Collegno in direzione Milano;1;0;0;0;0;;;
Tamponamento tra due automobili - una Seicento e una Tesla - sulla corsia di sorpasso;0;0;0;0;0;;;
Una persona è stata trasportata in codice verde all'ospedale di Rivoli;0;0;0;0;0;;;
Su entrambre le direzioni si sono creare code per cuoriosi;0;0;0;0;0;;;
Sul posto la polizia stradale di Torino e gli ausiliari Ativa;0;0;0;0;0;;;
Incidente a Torino Crocetta: un ferito dopo lo scontro auto-moto;1;0;1;1;0;;;
Un uomo è rimasto ferito a seguito di un incidente stradale avvenuto all'incrocio tra corso Galileo Ferraris e corso Stati Uniti a Torino, nel primo pomeriggio odierno, venerdì 10 marzo 2023;1;1;1;0;0;;;
Per cause in fase di accertamento da parte degli agenti della polizia locale di Torino, si sono scontrati un'auto e una moto;0;0;0;1;0;;;
A finire in ospedale, al Mauriziano, è stato il centauro: per fortuna le sue condizioni non destano particolari preoccupazioni;0;0;0;1;0;;;
Lievi disagi al traffico;0;0;0;0;0;;;
Incidente a Cuorgnè: colto da un malore al volante, si schianta e muore;1;0;1;0;0;;;
Tragedia in via Ivrea a Cuorgnè, nella zona del Ponte Vecchio, nella giornata di ieri, giovedì 9 marzo 2023;1;1;1;0;0;;;
Un italiano di 67 anni, residente in paese, è morto a causa di un malore che lo ha colto mentre era al volante della sua auto;0;0;1;0;0;;;
La vettura, che fortunatamente procedeva a bassa velocità, è andata a schiantarsi contro la ringhiera che separa la strada dal piazzale in cui c'è il supermercato Crai;0;0;0;0;0;;;
Impossibile, però, che il decesso sia dovuto all'impatto, che è stato trascurabile;0;0;0;0;0;;;
Sul posto sono intervenuti i sanitari, che hanno tentato una lunga quanto inutile manovra di rianimazione, la polizia locale, a cui competono le indagini sull'accaduto, e i carabinieri della stazione cittadina;0;0;0;0;0;;;
Incidente nel sottopasso Donat-Cattin a Torino: scontro frontale tra due auto, due feriti;1;0;1;0;0;;;
Avrebbe potuto avere conseguenze ben peggiori l'incidente che si è verificato nel sottopasso Donat-Cattin a Torino nella notte di oggi, venerdì 10 marzo 2023;1;1;0;0;0;;;
A scontrarsi frontalmente sono state una Citroën guidata da un nigeriano di 36 anni e una Fiat Panda guidata da un italiano di 32 anni;0;0;0;0;0;;;
L'ipotesi degli agenti della polizia locale, intervenuti sul posto, è che quest'ultima abbia imboccato il tratto contromano;0;0;0;0;0;;;
I due conducenti sono rimasti feriti in modo lieve e sono stati trasportati all'ospedale Maria Vittoria dalle ambulanze della Croce Reale di Venaria e della Croce Verde di Torino;0;0;0;0;0;;;
Il sottopasso è stato chiuso per alcune ore, fortunatamente in un periodo in cui il traffico non è elevato;0;0;0;0;0;;;
Per l'italiano è stato chiesto l'accertamento ospedaliero sulle condizioni psicofisiche prima di mettersi al volante;0;0;0;0;0;;;
È stato pesantemente multato per la guida contromano e gli è stata ritirata la patente (il prefetto deciderà per quanto sospenderla: da uno a tre mesi);0;0;0;0;0;;;
Incidente a Torino: scontro tra un autocarro e un'auto, una persona ferita;1;0;0;0;0;;;
Incidente, nel pomeriggio odierno, all'incrocio tra via Traves e via Druento, ai confini tra Torino e Venaria;1;1;0;0;0;;;
Si è trattato di uno scontro tra un autocarro e un'auto;0;0;0;0;0;;;
La persona alla guida di quest'ultima è rimasta ferita, seppur in modo lieve, ed è stata portata all'ospedale Maria Vittoria di Torino per gli accertamenti clinici del caso;0;0;0;0;0;;;
"Sul posto sono intervenuti gli agenti della polizia locale di Torino e il personale sanitario 118 della ""Pubblica Assistenza Croce Reale"" di Venaria";0;0;0;0;0;;;
Contenuti i disagi al traffico;0;0;0;0;0;;;
Maxi ingorgo alle porte di Torino, incidente in corso Regina Margherita: lunghe code;1;0;0;0;0;;;
Maxi ingorgo all'ingresso di Torino a causa di un incidente su corso Regina Margherita;1;0;0;0;0;;;
Incidente in autostrada tra San Giorgio Canavese e Foglizzo: si scontrano un'auto sportiva e un furgone che finisce fuori carreggiata;1;0;0;0;0;;;
Incidente nella primissima mattinata di oggi, venerdì 30 dicembre 2022, sull'autostrada Torino-Monte Bianco, in direzione del capoluogo piemontese, circa un chilometro dopo lo svincolo di San Giorgio Canavese, sul territorio comunale di Foglizzo;1;1;0;0;0;;;
A scontrarsi sono stati una Porsche e un furgone che è finito fuori dalla carreggiata;0;0;0;0;0;;;
La vettura sportiva è invece rimasta di traverso bloccando completamente il traffico;0;0;0;0;0;;;
Il conducente dell'auto, con targa svizzera e risultata rubata nella notte a Pré-Saint-Didier (Aosta), è uscito allontanandosi a piedi ed è stato avvistato nella carreggiata opposta, in direzione di Aosta, dopodiché le sue tracce si sono perse;0;0;0;0;0;;;
A bordo del furgone viaggiava un uomo che è stato trasportato in ambulanza all'ospedale di Chivasso;0;0;0;0;0;;;
Non è in pericolo di vita anche se ha riportato dei traumi;0;0;0;0;0;;;
Sul posto sono intervenuti, oltre ai sanitari, i vigili del fuoco di Torino Stura, Ivrea e Volpiano, gli agenti della polizia stradale di Torino-Settimo e gli ausiliari dell'Ativa, che hanno istituito l'uscita obbligatoria a San Giorgio Canavese, con rientro a Volpiano;0;0;0;0;0;;;
Incidente in autostrada tra San Giorgio Canavese e Foglizzo - 30 dicembre 2022;1;1;0;0;0;;;
Incidente in tangenziale a Stupinigi di Nichelino: scontro fra sette veicoli, lunghe code;1;0;0;0;0;;;
Tangenziale sud nel caos nel pomeriggio di oggi, giovedì 29 dicembre 2022, per un incidente avvenuto in direzione nord Milano-Aosta all'altezza dello svincolo Stupinigi, sul territorio comunale di Nichelino;1;1;0;0;0;;;
Si è trattato di un tamponamento fra tre veicoli avvenuto in corsia di sorpasso a cui è seguito un urto con altri quattro veicoli, per un totale di sette mezzi coinvolti;0;0;0;0;0;;;
Alcuni di questi hanno perso carburante e gli ausiliari dell'Ativa hanno dovuto chiudere anche la corsia centrale, con possibilità quindi di transitare solo su quella di destra e la formazione di lunghe code;0;0;0;0;0;;;
 Rilievi a cura della polizia stradale di Torino-Settimo addetti alla manutenzione al lavoro per ripristinare l’asfalto;0;0;0;0;0;;;
Non si sono verificati feriti;0;0;0;0;0;;;
Incidente tra Bairo e Castellamonte: auto esce di strada e si ribalta in un campo, ferito il conducente;1;0;1;0;0;;;
Incidente nella prima mattinata di oggi, giovedì 29 dicembre 2022, sulla strada che collega Bairo e Castellamonte: una Renault Clio è uscita di strada, abbattendo un cartello pubblicitario e poi ribaltandosi;1;1;0;0;0;;;
Il conducente, rimasto intrappolato nelle lamiere, è stato estratto dai vigili del fuoco di Ivrea e trasportato all'ospedale eporediese in ambulanza;0;0;0;0;0;;;
Le sue condizioni non sono comunque gravi;0;0;0;0;0;;;
I rilievi sono stati eseguiti dai carabinieri della stazione di Agliè che hanno escluso la presenza di altri veicoli;0;0;0;0;0;;;
A dare l'allarme erano stati altri automobilisti di passaggio, che avevano notato la vettura ribaltata a bordo strada;0;0;0;0;0;;;
Incidente in tangenziale a Rivoli: si scontrano due auto, traffico fortemente rallentato;1;0;0;0;0;;;
Traffico fortemente rallentato nella serata di ieri, mercoledì 28 dicembre 2022, in tangenziale nord per un incidente avvenuto all'altezza dello svincolo di corso Francia, in direzione sud Savona-Piacenza, sul territorio comunale di Rivoli;1;1;0;0;0;;;
A scontrarsi sono stati un'auto e un fuoristrada che è rimasto a cavallo tra le corsie centrale e di sorpasso;0;0;0;0;0;;;
Un ferito non grave è stato trasportato in ambulanza all'ospedale cittadino;0;0;1;0;0;;;
Sul posto la polizia stradale di Torino-Settimo, che ha eseguito i rilievi, e gli ausiliari dell'Ativa;0;0;0;0;0;;;
Per un paio d'ore si è potuto transitare soltanto sulla corsia di destra, con la conseguente formazione di code;0;0;0;0;0;;;
Tutta Caselle ha salutato per l'ultima volta Blendi, il 18enne morto dopo il pauroso incidente stradale;0;0;1;0;0;;;
Una intera comunità, quella di Caselle, si è stretta oggi pomeriggio attorno alla famiglia di Blendi Halili, il 18enne morto martedì 20 dicembre 2022 a seguito di un incidente stradale avvenuto in via Alle Fabbriche: quella notte, l'auto sulla quale viaggiava lui e altri tre amici, finì contro il muretto dell'ex lanificio Bona per poi esplodere: Blendi era morto suo colpo, prima dello scoppio della vettura;1;1;1;0;0;;;
Gli altri tre amici, dopo qualche giorno in ospedale, hanno fatto ritorno a casa e questo pomeriggio, martedì 27 dicembre 2022, hanno preso parte alla cerimonia di commiato, nel grande parcheggio del Prato della Fiera;0;0;0;0;0;;;
Una cerimonia semplice ma toccante;0;0;0;0;0;;;
Dove in tanti hanno voluto ricordare quel ragazzo a modo, allegro, spensierato;0;0;0;0;0;;;
momenti di paura nella mattinata di mercoledì 22 febbraio a fidenza per lo scontro, avvenuto verso le ore 620, tra un'auto e una bicicletta;1;1;0;0;1;;;
Incidente a Castenaso: auto investe pedone, grave un uomo;1;0;1;0;1;;;
Brutto incidente ieri pomeriggio a Castenaso, in via Bargello, all'altezza della fermata del bus dove una vettura ha investito un uomo di 57 anni mentre era in sella alla sua bicicletta;1;1;1;0;1;;;
l'uomo, che si trovava a bordo della sua bicicletta quando, in corrispondenza di una rotonda, è stato centrato dal veicolo, è deceduto poco dopo il ricovero d'urgenza nel reparto di rianimazione dell'ospedale maggiore di parma;0;0;1;0;1;;;
Incidenti stradali nella città metropolitana: meno morti e feriti, ma aumentano le vittime tra i pedoni;0;0;0;0;1;;;
Versa in gravi condizioni il 51enne bolognese che è stato investito questa mattina poco prima delle 8 in via Saffi, un centinaio di metri dopo la porta;1;1;1;0;1;;;
un ragazzino di 14 anni in bicicletta è stato investito oggi pomeriggio lungo la san vitale;1;1;0;0;1;;;
Per cause ancora in corso di accertamento da parte delle forze dell'ordine un ciclista di Castel San Pietro, 73 anni, è morto mentre viaggiava dal centro di Massa Lombarda verso Imola insieme al suo gruppo sportivo;1;0;1;0;1;;;
Le sue condizioni sono apparse subito molto gravi: l'uomo è spirato poco dopo nonostante il prodigarsi dei sanitari del 118;0;0;1;0;0;;;
Secondo le prime informazioni, lo scontro avrebbe coinvolto un'auto e una moto;0;0;0;1;0;;;
Nell'urto ha avuto la peggio il motociclista, un giovane di 36 anni;0;0;0;1;0;;;
Ancora un incidente nel ravennate. Giovedì sera, attorno alle 18.30, un 50enne stava percorrendo via Sottofiume Boncellino dalla San Vitale verso l'abitato di Boncellino in sella a uno scooter Burgman quando, per cause ancora in corso d'accertamento, ha perso il controllo del mezzo in curva ed è finito contro il guard rail;1;1;0;1;0;;;
 La donna, una 78enne, stava viaggiando in sella a una bicicletta da Fusignano verso Lugo quando, dopo aver attraversando la rotonda all'incrocio con via Sant'Andrea, è stata investita da un furgone commerciale condotto da un 25enne che viaggiava dietro di lei;1;0;1;0;1;;;
La donna è rovinata sull'asfalto riportando un grave trauma cranico;0;0;1;0;0;;;
Brutto incidente nella tarda mattinata di oggi, mercoledì, in centro a Cervia;1;1;0;0;0;;;
Un 87enne della zona stava andando in bicicletta lungo viale Giuseppe di Vittorio quando, non molto distante dall'incrocio con via XXII ottobre, è stato travolto da un'auto, una Nissan, condotta da un 76enne residente a Ravenna;1;0;1;0;1;;;
La dinamica dell'incidente ancora non è chiara, fatto sta che il ciclista è rovinato sull'asfalto;0;0;0;0;1;;;
Sul posto si sono precipitati i soccorsi del 118, che hanno trasportato il ferito all'ospedale Bufalini di Cesena con codice di massima gravità;0;0;1;0;0;;;
Illeso, invece, l'automobilista;0;0;0;0;0;;;
Per i rilievi di legge è intervenuta la Polizia locale di Cervia;0;0;0;0;0;;;
 Coinvolti nel tamponamento sono stati uno scooter e un'auto, una Fiat 500L;0;0;0;1;0;;;
Nell'urto, lo scooterista è rovinato sull'asfalto;0;0;0;1;0;;;
È in gravissime condizioni il giovane che all'alba di questa mattina è stato travolto a Faenza mentre andava in bicicletta;1;1;1;0;1;;;
Erano le 5.30 quando il ragazzo, un 25enne straniero, stava percorrendo via Naviglio dall'autostrada verso il centro abitato;0;1;1;0;0;;;
All'altezza del Cinedream, il ciclista è stato improvvisamente travolto da un'auto che viaggiava dietro di lui, una Mercedes classe B condotta da un uomo ultrasessantenne;1;0;0;0;1;;;
L'impatto è stato violento;0;0;1;0;0;;;
 Le condizioni del ragazzo sono molto gravi;0;0;1;0;0;;;
Erano da poco passate le 15: un uomo, un 57enne residente in zona che probabilmente stava coordinando dei lavori di potatura delle piante, si trovava su via Piangipane, quando all'improvviso è stato investito violentemente da un'auto, una Mitsubishi con alla guida un uomo;1;1;1;0;1;;;
Sul posto si sono precipitati i soccorsi del 118, ma per il pedone investito non c'è stato nulla da fare;0;0;1;0;1;;;
auto investe la ragazza in bici e si allontana;0;0;0;0;1;;;
Sono in corso le indagini da parte della Polizia Locale di Ravenna per fare chiarezza sull'incidente avvenuto venerdì 10 marzo, poco dopo le 7 del mattino, all’altezza del civico 253 di via Fiume Montone abbandonato a Ravenna;1;1;0;0;0;;;
Gli agenti della Polizia Locale dovranno infatti ricostruire la dinamica dei fatti che avrebbero portato all'investimento di una studentessa del Liceo scientifico di Ravenna che stava andando a scuola in sella alla sua bicicletta quando sarebbe stata investita da un'automobile;0;0;0;0;1;;;
Il conducente, poi, si sarebbe allontanato senza prestare soccorso alla minorenne;0;0;0;0;0;;;
Un 12enne stava andando in bicicletta lungo via Matteotti quando, nello svoltare a sinistra, si è scontrato con una moto da Trial condotta da un 15enne che arrivava dalla piazza;1;0;0;1;1;;;
il 12enne è caduto malamente a terra incosciente;0;0;1;0;0;;;
In quel frangente un'auto, che procedeva verso Imola, ha travolto la ragazza;0;0;0;0;1;;;
brutto incidente per un ciclista giovedì mattina a Lugo;1;0;1;0;1;;;
E'stato colpito violentemente da un'auto mentre attraversava la strada;0;0;1;0;1;;;
E' accaduto lunedì pomeriggio attorno alle 17 su via Romea, all'altezza dell'incrocio con via Arditi d'Italia;1;1;0;0;0;;;
Un uomo di 55 anni stava attraversando la Romea quando, all'improvviso, è stato investito da una Fiat Panda condotta da una 75enne che viaggiava dal centro città verso la periferia;1;0;1;0;1;;;
Nel violento scontro, l'uomo è stato sbalzato a terra;0;0;1;0;1;;;
Sul posto si sono precipitati i soccorsi del 118 con ambulanza e auto medica, che hanno trasportato il ferito - rimasto sempre cosciente - all'ospedale Bufalini di Cesena con codice di massima gravità;0;0;1;0;0;;;
Una brutta botta all'incrocio fra un'auto e un ciclista;0;0;0;0;1;;;
L'incidente si è verificato intorno alle 19 a Massa Lombarda, all'incrocio tra via dei Lombardi e via Bassi;1;1;0;0;0;;;
Secondo le prime ricostruzioni, un giovane di 25 anni in bici si sarebbe scontrato con un'automobile;0;0;0;0;1;;;
In seguito al violento urto il ciclista è caduto rovinosamente a terra, ma sarebbe rimasto sempre cosciente;0;0;1;0;1;;;
Subito sono giunti sul posto i soccorsi del 118, con automedica e ambulanza;0;0;0;0;0;;;
si registra un incidente sabato mattina intorno alle 11:30 nella frazione di Godo, nel comune di Russi.;1;1;0;0;0;;;
