frase;localizzazione_benchmark;localizzazione_risultato;tempo_benchmark;tempo_risultato;grave_benchmark;grave_risultato;moto_benchmark;moto_risultato;utenti_deboli_benchmark;utenti_deboli_risultato
Erano da poco passate le 15: un uomo, un 57enne residente in zona che probabilmente stava coordinando dei lavori di potatura delle piante, si trovava su via Piangipane, quando all'improvviso è stato investito violentemente da un'auto, una Mitsubishi con alla guida un uomo;1;1;1;1;1;1;0;1;1;1
Sul posto si sono precipitati i soccorsi del 118, ma per il pedone investito non c'è stato nulla da fare;0;1;0;0;1;0;0;1;1;1
auto investe la ragazza in bici e si allontana;0;0;0;0;0;0;0;0;1;0
Sono in corso le indagini da parte della Polizia Locale di Ravenna per fare chiarezza sull'incidente avvenuto venerdì 10 marzo, poco dopo le 7 del mattino, all’altezza del civico 253 di via Fiume Montone abbandonato a Ravenna;1;1;1;0;0;0;0;0;0;0
Gli agenti della Polizia Locale dovranno infatti ricostruire la dinamica dei fatti che avrebbero portato all'investimento di una studentessa del Liceo scientifico di Ravenna che stava andando a scuola in sella alla sua bicicletta quando sarebbe stata investita da un'automobile;0;1;0;0;0;1;0;0;1;1
Un 12enne stava andando in bicicletta lungo via Matteotti quando, nello svoltare a sinistra, si è scontrato con una moto da Trial condotta da un 15enne che arrivava dalla piazza;1;1;0;0;0;1;1;1;1;1
il 12enne è caduto malamente a terra incosciente;0;0;0;0;1;0;0;0;0;0
In quel frangente un'auto, che procedeva verso Imola, ha travolto la ragazza;0;1;0;0;0;0;0;0;1;0
brutto incidente per un ciclista giovedì mattina a Lugo;1;1;0;0;1;0;0;0;1;0
E'stato colpito violentemente da un'auto mentre attraversava la strada;0;0;0;0;1;0;0;0;1;0
E' accaduto lunedì pomeriggio attorno alle 17 su via Romea, all'altezza dell'incrocio con via Arditi d'Italia;1;1;1;0;0;0;0;0;0;0
Nel violento scontro, l'uomo è stato sbalzato a terra;0;0;0;0;1;0;0;0;1;0
Sul posto si sono precipitati i soccorsi del 118 con ambulanza e auto medica, che hanno trasportato il ferito - rimasto sempre cosciente - all'ospedale Bufalini di Cesena con codice di massima gravità;0;1;0;0;1;1;0;1;0;1
Una brutta botta all'incrocio fra un'auto e un ciclista;0;0;0;0;0;0;0;0;1;0
Secondo le prime ricostruzioni, un giovane di 25 anni in bici si sarebbe scontrato con un'automobile;0;0;0;0;0;0;0;0;1;0
In seguito al violento urto il ciclista è caduto rovinosamente a terra, ma sarebbe rimasto sempre cosciente;0;0;0;0;1;1;0;1;1;1
Subito sono giunti sul posto i soccorsi del 118, con automedica e ambulanza;0;1;0;0;0;0;0;0;0;0
Coinvolto uno scooterista di 42 anni che con il suo scooter 125 stava percorrendo la vecchia Faentina, da San Michele verso Godo;1;1;0;0;0;0;1;0;0;0
Dopo il forte impatto lo scooterista è rimasto comunque sempre cosciente, sul posto l'intervento di ambulanza ed elicottero, il ferito (le cui condizioni non destano particolari preoccupazioni) è stato trasportato con un codice di media gravità all'ospedale Bufalini di Cesena;0;1;0;0;1;1;1;1;0;1
Ragazza investita sotto la pioggia battente: è caccia al pirata della strada;0;0;0;0;0;1;0;1;1;1
erano da poco passate le 19 di venerdì e pioveva copiosamente a Faenza quando in via Oberdan all’altezza della anni intenta ad attraversare la carreggiata in prossimità del passaggio pedonale è stata investita;1;1;1;0;1;0;0;1;1;1
Una donna, una 58enne moldava, stava viaggiando in sella al suo scooter sulla statale da Ravenna verso Ferrara quando, giunta all'altezza dello svincolo del 'Quadrifoglio', un veicolo - forse un'auto - le avrebbe tagliato la strada facendola cadere a terra, secondo il racconto della donna;1;1;0;0;1;0;1;1;0;1
"Investe una studentessa minorenne e scappa: ""pirata"" della strada denunciata grazie alle telecamere";0;0;0;0;0;1;0;0;1;1
Una 43enne forlivese è stata denunciata per omissione di soccorso dopo aver investito una studentessa ed essersi allontanata;0;0;0;0;0;1;0;0;1;1
L’episodio a cui si fa riferimento è accaduto venerdì mattina quando una 16enne faentina, mentre si accingeva ad attraversare la strada sulle strisce pedonali di via Fratelli Rosselli all’intersezione con via Malta, è stata investita da un suv che poco dopo si è allontanato dal luogo dell’incidente;1;1;1;1;0;1;0;1;1;1
un terribile incidente stradale non ha lasciato scampo ad un anziano, travolto da un veicolo in transito;0;1;0;0;1;1;0;1;1;0
A farne le spese è stato un uomo di 84 anni, residente nelle vicinanze, che si trovava a piedi lungo via Cocchi, la strada che unisce le due frazioni di Villanova e Villa Prati;1;1;0;0;1;0;0;0;1;1
Nella strada, stretta e non illuminata, l'uomo è stato colpito da una Fiat Punto diretta verso Villa Prati e condotta da un 52enne, anch'egli residente nella zona;1;1;0;0;1;0;0;0;1;1
L'anziano è stato caricato sul cofano e ha sfondato il parabrezza con il suo peso, sul lato del conducente;0;0;0;0;0;1;0;0;0;1
Nello scontro ad avere la peggio è stato proprio il giovane motociclista, per il quale si è reso necessario l’intervento dell’ambulanza del 118;0;1;0;0;1;1;1;1;0;0
Travolto mentre lavora nel cantiere;0;0;0;0;0;0;0;0;1;0
Improvvisamente uno dei due, un 53enne, è stato travolto da un'auto, una Fiat Palio condotta da un 80enne, che arrivava dal centro verso la periferia;0;1;0;0;1;1;0;0;1;1
 Nel violento scontro, l'operaio è stato sbalzato con la testa contro il parabrezza, per poi cadere a terra;0;1;0;0;1;1;0;1;1;0
L'auto esce dal parcheggio e colpisce un giovane motociclista: traffico in tilt e tamponamento a catena;0;0;0;0;0;0;1;0;0;0
Travolto da un'auto mentre attraversa la strada: è in condizioni disperate;0;0;0;0;1;1;0;1;1;0
E' in condizioni disperate l'uomo che lunedì mattina è stato investito da un'auto a Ponte Nuovo;1;1;1;0;1;1;0;0;1;0
Il grave incidente stradale si è verificato attorno alle 10 lungo via Romea Sud, a pochi metri da dove nel 2014 un bambino di 3 anni venne travolto e ucciso da un'auto pirata;1;1;1;1;1;1;0;1;1;1
Dalle prime informazioni pare che un uomo di 75 anni stesse attraversando la strada dopo aver parcheggiato l'auto, una Toyota, all'altezza dell'intersezione con via Pesaro, quando è stato travolto da un'auto che proveniva da Classe verso il centro, una Opel Agila guidata da un 86enne che si è fermato pochi metri dopo;1;1;0;1;1;1;0;1;1;1
Il pedone è finito contro il parabrezza dell'auto, per poi rovinare sull'asfalto;0;1;0;0;1;0;0;1;1;1
Nella rotonda entrano in collisione una Panda e una mountain bike: ferito il ciclista;0;1;0;0;1;0;0;0;1;1
Sono venuti a collisione una mountain bike e una Fiat Panda, guidata da una donna di 76 anni;0;1;0;0;0;0;0;0;1;1
un ciclista è rimasto ferito nella serata di giovedì a causa di un incidente stradale, che si è verificato nella rotonda Belgio, nella zona di via delle Industrie;1;1;1;1;1;1;0;0;1;0
Il tutto si è verificato intorno alle 20,30;0;0;1;0;0;0;0;0;0;0
Per cause in via di accertamento da parte della Polizia Locale di Ravenna, sono venuti a collisione una mountain bike, con in sella un 73enne, e una Fiat Panda, guidata da una donna di 76 anni;0;1;0;0;0;1;0;0;1;1
A farne le spese è stato il ciclista;0;0;0;0;1;0;0;0;1;0
Sciagura stradale: scontro con un’auto, perde la vita uno scooterista;0;1;0;0;1;1;1;1;0;0
Nella notte tra domenica e lunedì, intorno a mezzanotte e mezza, un pedone di circa 30 anni è stato ritrovato sul ciglio della strada dopo quello che si presume essere stato un investimento da parte di un veicolo in transito;0;1;1;0;1;0;0;1;1;1
Sul posto si sono precipitati i soccorsi del 118 con ambulanza e auto medica, che hanno trasportato il ferito - un uomo straniero risultato ubriaco - all'ospedale Bufalini di Cesena con codice di massima gravità;0;1;0;0;1;1;0;0;0;1
Violento schianto all'incrocio contro un'auto: motociclista gravissimo in ospedale;0;1;0;0;1;1;1;1;0;0
Muore investito da un'auto mentre attraversa la strada: 7 morti in 4 giorni nel ravennate;0;0;0;0;1;1;0;0;1;0
Martedì mattina, poco dopo le 8.45, un uomo di 88 anni stava attraversando viale de' Brozzi a Lugo all'altezza del civico 37, nei pressi delle strisce pedonali, quando è stato investito da un'auto, una Bmw serie 1 condotta da una 37enne rumena residente a Massa Lombarda che viaggiava da Sant'Agata verso il centro città;1;1;1;1;1;0;0;0;1;1
Nel violento scontro, l'uomo ha sbattuto contro il parabrezza dell'auto per poi cadere a terra incosciente;0;1;0;0;1;0;0;1;1;0
La donna al volante, in stato di shock, è stata accompagnata all'ospedale di Lugo con codice di bassa gravità per i controlli del caso;0;0;0;0;0;1;0;0;0;0
Violenta botta fra auto e moto: scooterista portato d'urgenza in ospedale;0;1;0;0;1;1;1;1;0;0
Brutto scontro fra auto e moto a Ravenna;1;1;0;0;1;0;1;1;0;0
E' successo martedì, poco prima di mezzogiorno, in viale Berlinguer, più o meno all'altenza della banca Bcc dove si è verificato l'incidente fra uno scooter, guidato da un uomo di 62 anni, e una Ford C-Max con a bordo un uomo di circa 40 anni;1;1;1;1;0;0;1;1;0;1
 Secondo una prima ricostruzione dei fatti, l'auto partendo dalla rotonda di via Ravegnana stava percorrendo il viale e stava per svoltare a sinistra per entrare nel parcheggio del controviale, mentre dalla direzione opposto stava sopraggiungendo lo scooter;1;1;0;0;0;0;1;0;0;0
L'impatto tra i due mezzi è stato inevitabile e il 62enne è stato sbalzato dalla moto cadendo rovinosamente a terra;0;0;0;0;1;0;1;1;0;1
Immediatamente sono giunti sul posto i soccorsi del 118, con due ambulanze e l'automedica;0;1;0;1;1;0;0;1;0;0
Lo scooterista ha riportato le ferite più gravi ed è stato quindi trasportato all'ospedale Bufalini di Cesena;0;1;0;0;1;1;1;1;0;0
Investiti da un furgone mentre attraversano la strada: due minori in ospedale;0;0;0;0;1;0;0;0;1;1
I due ragazzini sono caduti a terra rovinando sull'asfalto;0;0;0;0;1;0;0;1;1;1
Attorno alle 18 i due, un 14enne e un 11enne entrambi faentini, stavano attraversando nei pressi delle strisce pedonali viale IV novembre all'altezza di Piazzale Sercognani, poco distante dalla stazione ferroviaria, quando sono stati investiti da un furgone Iveco condotto da un uomo di circa 70 anni che viaggiava su viale IV novembre da Imola verso Forlì;1;1;1;0;1;0;0;0;1;1
