articolo_id;frase;localizzazione;grave
1412;E' successo alle 16 di martedì 23 maggio Alle ore 16.00 di oggi martedì 23 maggio è avvenuto un incidente stradale in via Emilio Lepido poco prima dell’abitato di S.Prospero.;1;1
1413;E' successo la mattina di lunedì 22 maggio sulla provinciale che collega Ghiare di Berceto a Borgotaro: la vittima è Maria Dellasavina Nella mattinata di oggi, lunedì 22 maggio una donna di 79 anni è morta nel gravissimo incidente che si è verificato ad Ostia parmense, nel Comune di Borgotaro.;1;1
1414;L'incidente è avvenuto alle ore 22.50 di ieri sera, sabato 20 maggio Un pedone è stato investito in via Cagliari a Parma alle ore 22.50 di ieri sera, sabato 20 maggio.;1;1
1415;Odoardo Giovati, l'81enne investito domenica in via Spezia è morto quattro giorni dopo il ricovero in ospedale Odoardo Giovati, il ciclista di 81 anni investito domenica in via La Spezia è morto dopo quattro giorni dal ricovero all'Ospedale Maggiore di Parma.;1;1
1416;L'incidente è avvenuto la mattina di venerdì 18 maggio alle ore 7 Oggi, giovedì 18 maggio alle ore 07:05 un'autovettura Opel Astra, condotta da un trentaduenne, proveniente da via Battei nel corso della manovra di immissione su via Zarotto si è scontrata con una Lancia Y, condotta da una ventiduenne, che percorreva via Zarotto in direzione via Traversetolo.;1;0
1417;Antonio Bagni, il rappresentante di prodotti per la cura dei capelli, morto nel terribile incidente che si è verificato lunedì sera sull'autostrada A22, viveva a Ramiola con la moglie Roberta ed i figli.;1;0
1418;L'incidente è avvenuto alle 17.20 all'intersezione con ponte Dattaro Oggi, 16 maggio alle 17:20 una Lancia Y, condotta da una 76enne mentre percorreva viale Rustici in direzione ponte Dattaro si è scontrata con una bicicletta condotta da una bambina di 11 anni.;1;1
1419;In due distinti incidenti sono morte due persone: un camionista di Sant'Ilario è morto carbonizzato nel camion mentre Antonio Bagni si è schiantato contro un mezzo pesante Due morti in poche ore sull'autostrada A22 Modena-Brennero in poche ore.;1;1
1420;Nel pomeriggio di martedì 16 maggio si è verificato un grave incidente stradale all'incrocio tra via Monsignor Evasio Colli e via Fleming, all'altezza del semaforo.;1;1
1421;Oggi pomeriggio, verso le ore 17.15, si è verificato un incidente stradale che ha visto coinvolti un'auto ed un ciclista.;1;1
1422;L'incidente è avvenuto alle 23 del 13 maggio: motorino contro una Ford Fiesta e una Meriva parcheggiata Alle 23.00 circa di sabato 13 maggio all’altezza del civico 10 di via Trento, uno scooter piaggio lberty, condotto da un parmigiano trentaquatrenne, è entrato in collisione con due autovetture.;1;1
1423;La donna si trovava in piazzale Corridoni ed è stata soccorsa dagli operatori del 118 Nella mattinata di oggi, 13 maggio, una donna anziana è stata colta da malore mentre si trovava a bordo della sua bicicletta.;1;1
1424;Il conducente dell'Opel Astra si è allontanato prima dell'arrivo dei soccorsi e della Polizia Municipale Ieri, 10 maggio, alle 19,30 circa, un ciclista che transitava sulla pista ciclabile di via Montebello, con direzione ponte Dattero, giunto all’intersezione di via Brambilla, veniva investito da un’autovettura Opel Astra berlina di colore grigio con il cofano nero, fermatosi in un primo momento, il conducente del mezzo si è allontanato subito dopo, prima dell’arrivo dei soccorsi e della Polizia Municipale.;1;1
1425;L'incidente è avvenuto alle 21.30 di mercoledì 10 maggio: i soccorritori del 118 hanno trasportato d'urgenza il ferito in ospedale Grave incidente nella serata di mercoledì 10 maggio alle 21.30 a Bellena di Fontevivo.;1;1
1426;L'incidente è avvenuto nel pomeriggio del 10 maggio, prima delle ore 18.;1;1
1427;L'incidente è avvenuto alle ore 14 del 9 maggio all'altezza del chilometro 103 in direzione Nord: un conducente è stato trasportato d'urgenza nel reparto di Rianimazione Grave incidente sull'autostrada A1 alle ore 14 circa di martedì 9 maggio.;1;1
1428;Tragico epilogo per l'incidente che si è verificato sulla strada tra Salso e Fidenza il pomeriggio del 1° maggio: il conducente di uno dei due mezzi era stato ricoverato in Rianimazione ma non ce l'ha fatta Non ce l'ha fatta il 50enne Maurizio Cenci, ricoverato d'urgenza all'Ospedale Maggiore di Parma, nel reparto di Rianimazione, dopo l'incidente che lo ha visto coinvolto nel pomeriggio del 1° maggio.;1;1
1429;L'episodio è avvenuto nel pomeriggio di venerdì 5 maggio Oggi alle ore 13,20, un'autovettura Alfa Romeo Mito, condotta da un trentenne parmigiano, mentre percorreva via Trento in direzione centro città, all'altezza dell'intersezione con via Brescia, ha investito un pedone settantenne che conduceva tre cani.;1;1
1430;Erano da poco passate le 7.30 di venerdì 5 maggio quando, per cause in corso di accertamento, un'auto ha investito un ciclista in via Farini.;1;1
1431;Il conducente di una delle due vetture è stato trasportato al Maggiore con l'elisoccorso Un grave incidente si è verificato nel pomeriggio di lunedì 1° maggio sulla strada che da Fidenza porta a Tabiano.;1;1
1432;Il grave incidente è avvenuto nella mattinata di sabato 29 aprile Grave incidente la mattina di sabato 29 aprile nella zona di Traversetolo.;1;1
1433;L'incidente si è verificato poco dopo le 17.30: sul posto l'elisoccorso, le ambulanze e i Vigili del Fuoco Grave incidente nel pomeriggio di mercoledì 26 aprile a San Ruffino.;1;1
1434;Due incidenti nel pomeriggio di domenica 23 aprile Due gravi incidenti si sono verificati ieri pomeriggio, domenica 23 aprile, all'autodromo di Varano dè Melegari, Per cause in corso di accertamento due moto si sono scontrare mentre si trovavano in pista: in consegienza dello scontro due piloti sono rimasti feriti, Sul posto sono arrivati i soccorritori del 118 che hanno trasportato i due al Pronto Soccorso dell'Ospedale Maggiore di Parma.;1;1
1435;L'incidente è avvenuto alle ore 17.15 di domenica 23 aprile all'incrocio tra strada Rossare e la provinciale 10 Tragico incidente nel pomeriggio di domenica 23 aprile verso le ore 17 15.;1;1
1436;L'episodio è avvenuto alle 2.30 di notte all'altezza di Baccanelli Nella notte tra sabato 22 e domenica 23 aprile in pedone è stato investito mentre si trovava in via Spezia, all'altezza della località di Baccanelli.;1;1
1437;Nel video inviato dalla nostra lettrice Elena Mihaela Brînzei le fasi del soccorso al ciclista Un'auto contro una bicicletta che stava transitando sul passaggio ciclopedonale a Barriera Bixio la mattina di sabato 22 aprile alle ore 11.30: nel video che ci ha inviato la nostra lettrice Elena Mihaela Brînzeile fasi del soccorso: il conducente della bici è stato prima imbragato e poi trasportato al Pronto Soccorso dell'Ospedale Maggiore di Parma.;1;1
1438;L'incidente è avvenuto alle ore 11.30 di sabato 22 aprile Nella mattinata di sabato 22 aprile si è verificato un incidente stradale a barriera Bixio.;1;1
1439;Le ferite sono di media gravità, ma ci sono code in direzione Milano Nei pressi delle Fiere di Parma, nella corsia Nord dell'A1 si è verificato un incidente.;1;1
1440;Alla guida della Lancia Y un 70enne: l'incidente è avvenuto all'altezza di via Imperia Erano circa le 18 di ieri, 19 aprile, quando si è verificato un incidente stradale in via Venezia all’altezza di via Imperia.;1;1
1441;L'incidente è avvenuto alle ore 14 del 19 aprile Erano circa le 14 di oggi, 19 aprile, quando si è verificato un incidente in via Emilia est poco prima del ponte sul Taro, all’altezza del Mulino Grassi.;1;1
1442;Un'Opel Corsa a tutta velocità in via Emilia ha travolto tre persone il pomeriggio di Pasqua: un 51enne è in Rianimazione.;1;1
1443;Una ragazza di 26 anni, che si trovava sul sentiero verso il Lago Santo, è stata colta da un malore E’ stata una Pasquetta di intenso lavoro, quella dei tecnici del Soccorso Alpino di Parma, che nel comune di Corniglio (nel Parco Nazionale dell’Appennino Tosco Emiliano) sono stati chiamati a svolgere due interventi in poche ore.;1;1
1444;Il grave incidente si è verificato alle 17 del giorno di Pasqua in via Emilio Lepido Grave incidente nel pomeriggio di Pasqua, domenica 16 aprile.;1;1
1445;Erano circa 10,15 di oggi venerdì 14 aprile quando si è verificato un incidente stradale all'incrocio tra via Marchesi e viale Piacenza.;1;1
1446;L'incidente è avvenuto alle ore 8.30 di venerdì 14 aprile Un grave incidente si è verificato nella mattinata di venerdì 14 aprile lungo la tangenziale di Fidenza.;1;1
1447;Una persona ferita è stata trasportata al Pronto Soccorso Nella mattinata di venerdì 14 aprile si è verificato l'ennesimo incidente stradale sull'autostrada A1, all'altezza del chilometro 86 Sud, in direzione Bologna.;1;1
1448;Schianto in autostrada la mattina del 13 aprile: traffico intenso tra Fiorenzuola e Parma Un grave incidente stradale si è verificato la mattina di giovedì 13 aprile sull'autostrada A1, in corrispondenza del chilometro 86 in direzione Milano.;1;1
1449;L'episodio si è verificato alle 23.30 del 12 aprile: sul posto le ambulanze Nella serata di mercoledì 12 aprile si è verificato un grave incidente stradale a Carzeto, frazione di Soragna.;1;1
1450;“Il calo dei decessi per incidente stradale è certamente un dato positivo, ma non sufficiente per rallegrarci – afferma il Delegato provinciale alla Viabilità Gianpaolo Serpagli – in particolare resta il dolore per le vittime, come Filippo, morto di recente sulla Massese.;1;1
1451;Un'auto ha investito una donna che stava attraversando la strada tra via Fleming e via Meucci: è in Rianimazione Il 10 aprile alle ore 14.10 circa, si è verificato un incidente stradale in via Fleming all’altezza di Via Meucci, fra un'auto ed un pedone.;1;1
1452;L'incidente è avvenuto in via Bora a Traversetolo: l'uomo è rovinato a terra ed ha battuto la testa, si trova all'Ospedale Maggiore in Rianimazione E' caduto rovinosamente sull'asfalto per evitare l'impatto con uno scooter, a bordo del quale viaggiavano due ragazzi, poi rintracciati dalla Polizia Municipale dell'Unione Pedemontana, per registrare la loro versione.;1;1
1453;I residenti hanno sentito il rumore dello schianto verso mezzanotte Era da poco passata la mezzanotte di ieri 8 aprile quando un terribile schianto si è verificato in via Montebello.;1;1
1454;Il conducente ha perso il controllo del mezzo: erano le 7.30 di stamattina, 7 aprile Questa mattina 7 aprile alle ore 7.30, è avvenuto un incidente stradale in via Emilia Ovest, all’altezza del civico 214, poco prima dell’Hotel Parma e Congressi.;1;1
1455;L'incidente è avvenuto alle 7.30 di venerdì 7 aprile Nella mattinata di venerdì 7 aprile si è verificato un incidente stradale in via d'Azeglio, nel cuore del quartiere Oltretorrente.;1;0
1456;Dopo l’urto il conducente di una Skoda si è allontanato dal luogo del sinistro Oggi 6 aprile, alle ore 15 circa, una auto Skoda, proveniente da via IV Novembre, nell’immettersi su viale Toschi, è entrata in collisione con una biciletta, condotta da un trentenne di Parma.;1;0
1457;Lo scontro è avvenuto alle 8 di mattina: i Vigili del Fuoco hanno liberato il conducente della moto, che è stato trasportato al Maggiore.;1;1
1458;Grave incidente in località Filagni: sul posto il Soccorso Alpino, l'elisoccorso, i Vigili del Fuoco e i Carabinieri.;1;1
1459;L'ambulanza ha trasportato il ferito al Pronto Soccorso, dove si trova nell'area rossi: sul posto gli agenti della Polizia Municipale Erano da poco passate le 16.30 quando per cause in corso di accertamento uno scooter ed una bicicletta, che stavano percorrendo via Canale Naviglio a Pizzolese si sono scontrati.;1;1
1460;Il grave incidente è avvenuto ad Alpe di Bedonia la mattina di lunedì 3 aprile: sul posto i Vigili del Fuoco e i mezzi di soccorso.;1;1
1461;Una Fiat Punto è uscita di strada: la madre di 42 anni ha riportato ferite lievi, il figlio è ricoverato in Rianimazione Grave schianto sull'autostrada A1 nel pomeriggio di domenica 2 aprile.;1;1
1462;L'incidente è avvenuto nella mattinata di domenica 2 aprile Paura a Sacca di Colorno la mattina di domenica 2 aprile.;1;1
1463;L'incidente è avvenuto verso le ore 6 del mattino del 1° aprile in via Emilia: gli operatori del 115 sono riusciti a liberare l'uomo, che è stato trasportato al Pronto Soccorso Nelle prime ore della mattina di sabato 1° aprile si è verificato un incidente stradale lungo la via Emilia, all'altezza di Pontetaro.;1;1
1464;L'episodio è avvenuto la sera del 31 marzo poco dopo le ore 20: la segnalazione di alcuni lettori Nella serata di venerdì 31 marzo, poco dopo le ore 20, alcuni lettori ci hanno segnalato la presenza di un'auto che ha percorso contromano via Savani.;1;0
1465;Scontro tra un autoarticolato, finito nel canale, e due autovetture all'altezza di San Martino Sinzano: traffico bloccato per almeno due ore Grave incidente stradale nel pomeriggio di giovedì 30 marzo dopo le ore 15.;1;1
1466;L'incidente è avvenuto la sera del 29 marzo alle ore 21 Erano circa le 21, ieri sera, quando gli agenti della Polizia Municipale sono intervenuti per i rilievi di un sinistro stradale in via Montanara, tra la curva dell’Antoniano e l’abitato di Gaione.;1;0
1467;Un 46enne di Cortemaggiore, ferito in un incidente sul lavoro a Caorso, era a bordo del mezzo di soccorso coinvolto in un incidente durante il trasporto al Policlinico di Modena Un'ambulanza che stava trasportando un ferito grave dall'Ospedale di Piacenza a quello di Modena è rimasta coinvolta, la mattina del 24 marzo, in un tamponamento mentre stava percorrendo l'autostrada A1.;1;1
1468;Il gravissimo incidente si è verificato alle ore 15.25 al chilometro 110 Sud: cinque chilometri di coda tra il bivio A1/A15 e l'uscita Terre di Canossa/Campegine Gravissimo incidente in A1 alle ore 15.25 di venerdì 24 marzo.;1;1
1469;Lunghe code dal casello dell'A1 e in tangenziale fino a Baganzola per la fiera MecSpe 2017: la Polizia Municipale suggerisce di non percorrere via Baganzola Nella mattinata di venerdì 24 marzo si è verificato un incidente stradale in via Baganzola, strada oggi molto trafficata per la presenza, alle Fiere di Parma, del MecSpe.;1;1
1470;La donna è stata trasportata al Pronto Soccorso dal personale del 118 con ferite di media gravità Oggi, 23 marzo, alle ore 14.00, in via Emilia Ovest, in prossimità del passaggio pedonale con via Giolitti, una donna venticinquenne, domiciliata in città, è stata investita da un furgone Ford Transit, condotto da un trentacinquenne parmigiano, che percorreva via Emilia ovest dal centro città verso San Pancrazio.;1;1
1471;Il veicolo è uscito di strada per cause in corso di accertamento: il conducente è morto sul colpom Stava percorrendo la strada provinciale che collega San Secondo e Soragna quando all'improvviso, per cause in corso di accertamento, la sua auto è uscita di strada.;1;1
1472;Il 38enne era in compagnia di altri escursionisti Grave incidente stradale a Brunelli, frazione di Borgotaro nella serata di domenica 19 marzo.;1;1
1473;Il grave incidente la mattina di domenica 19 marzo Grave incidente a Borgotaro la mattina di domenica 19 marzo.;1;1
1474;L'incidente si è verificato nel pomeriggio di sabato 18 marzo Nel pomeriggio di sabato 18 marzo si è verificato un grave incidente stradale a Lemignano.;1;1
1475;Il conducente è rimasto illeso: sul posto Vigili del Fuoco e Polizia Stradale: il sottopasso di via Paradigna è ancora chiuso Nella mattinata di giovedì 16 marzo un'automobile è finita fuori strada mentre stava percorrendo la tangenziale Nord, all'altezza del Centro Torri.;1;0
1476;Scontro auto-bicicletta alle 7.40 del 15 marzo: i Vigili del Fuoco hanno liberato la donna che si trova ricoverata nel reparto di Rianimazione, in prognosi riservata Nella mattinata di mercoledì 15 marzo si è verificato un grave incidente stradale in pieno centro, in viale Basetti.;1;1
1477;Il 45enne, morto nell'incidente di lunedì 13 marzo in via Langhirano, era il frontman della cover band di Ligabue: oggi in tanti lo ricordano, dagli ex colleghi agli amici Giovanni Fadda, il 45enne morto in seguito al grave incidente stradale che si è verificato ieri 13 marzo in via Langhirano, è stato per sette anni, dal 2000 al 2007, il frontman di Bandaliga, la cover band di Ligabue.;1;1
1478;Scontro tra auto e scooter in via Langhirano alle 14 di lunedì 13 marzo.;1;1
1479;L'incidente si è verificato poco prima delle 14, sul posto operatori del 118 e Polizia Municipale: Giovanni Fadda è deceduto dopo il ricovero all'Ospedale Maggiore Grave incidente stradale nel primo pomeriggio di lunedì 13 marzo.;1;1
1480;L'incidente è avvenuto alle 17.15 di venerdì 10 marzo sulla provinciale per Collecchio: sul posto l'ambulanza e l'automedica del 118 Nel pomeriggio di venerdì 10 marzo per cause in corso di accertamento una moto e un'auto si sono scontrate mentre stavano percorrendo la strada provinciale che collega Collecchio a Sala Baganza.;1;1
1481;La 33enne è morta in seguito ad un frontale con un camion in tangenziale a Colorno.;1;1
1482;Alle due di notte violentissimo scontro: muoiono il 41enne Germano Torri e il 48enne Gianluca Manfredi.;1;1
1483;Lo scontro è avvenuto sulla provinciale 11 tra Roncole Verdi e Busseto: la vittima è Ball Jinder Singh, che si trovava in paese da qualche giorno, ospite di un amico.;1;1
1484;Il gravissimo incidente è avvenuto poco prima delle 19 a Vedole: l'auto si è ribaltata e per Francesca Cerati non c'è stato nulla da fare Tragico schianto nel tardo pomeriggio di mercoledì 8 marzo, poco prima delle ore 19.;1;1
1485;Lo scontro è avvenuto verso le ore 17:30 del 7 marzo: sul posto l'ambulanza della Pubblica Assistenza e tre mezzi della Polizia Municipale Nel pomeriggio di martedì 7 marzo, verso le ore 17.30, un'auto e una bicicletta si sono scontrate, per cause in corso di accertamento.;1;1
1486;Identificata la conducente dell'auto pirata che il 2 Marzo ha investito il pedon.;1;1
1487;L'episodio nel pomeriggio del 3 marzo Nel pomeriggio di oggi, 3 marzo, si è verificato un incidente in via Baganzola, all'incrocio con strada Cornocchio, alle ore 15.20 circa.;1;0
1488;L'incidente si è verificato in corrispondenza della rotonda di via Sidoli: ferito il conducente dello scooter Erano circa le 20, ieri sera, giovedì 2 marzo quando si è verificato un incidente in via Zarotto, in corrispondenza della rotatoria di via Sidoli.;1;1
1489;Un uomo di 70 anni è rimasto gravemente ferito nel pomeriggio di giovedì 2 marzo in seguito ad uno scontro frontale tra la sua auto ed un altro veicolo, in corrispondenza del sottopassaggio ferroviario in strada Vallazza a San Pancrazio.;1;1
1490;Una Lancia Ypsilon ha investito un uomo di 46 anni che è stato trasportato al Maggiore Oggi, giovedì 2 marzo, alle ore 15.20 circa, in via Fleming, all’altezza dell’attraversamento pedonale con via Galilei, si è verificato l'investimento di un pedone.;1;1
1491;Il grave incidente si è verificato poco prima delle ore 17 in strada Vallazza, nel sottopassaggio ferroviario: dalle prime informazioni sembra che il conducente di una delle due auto abbia avuto un malore.;1;1
1492;Incidente la sera del 26 febbraio all'altezza dello svincolo per l'aeroporto Pauroso incidente in tangenziale Ovest la sera di domenica 26 febbraio.;1;1
1493;Incidente alle 8 di mattina di lunedì 27 febbraio Nella mattinata di lunedì 27 febbraio si è verificato un tamponamento in via Mantova a Sorbolo.;1;0
1494;Poco dopo le ore 19 due auto si sono scontrate: una Mitsubishi si è ribaltata ed ha coinvolto nell'incidente altre tre macchine.;1;1
1495;Il conducente è scappato: la Polizia Municipale lo sta cercando Erano circa le 12.50 di oggi, mercoledì 22 febbraio, quando si è verificato un incidente in via Venezia all’altezza del Penny Market.;1;1
1496;L'incidente è avvenuto nella prima mattinata del 22 febbraio: il conducente è illeso Nella mattinata di oggi, mercoledì 22 febbraio, un camion per la raccolta dei rifiuti si è ribaltato mentre stava percorrendo la strada Massese, all'altezza dell'abitato di Cascinapiano.;1;1
1497;L'incidente è avvenuto alle 7 di mattina: il conducente è stato trasportato all'Ospedale Maggiore Erano le 7.15 circa di oggi lunedì 20 febbraio in via san Cosimo, quando un Ape Piaggio, condotto da cittadino italiano di 78 anni residente a Monticelli e proveniente da Monticelli con direzione via Emilio Lepido, è uscito di strada, terminando la corsa nel campo di lato alla strada.;1;1
1498;L'incidente è avvenuto prima delle ore 9 di lunedì 20 febbraio Prima delle ore 9 di lunedì 20 febbaio si è verificato un incidente stradale tra via Puccini e via Donizetti a Parma.;1;0
1499;Sul posto gli operatori del 118 e le forze dell'ordine che, assieme ai Vigili del fuoco, hanno contribuito a estrarre dall'abitacolo in conducente Alle ore 6:30 del 20 febbraio, per cause in corso di accertamento, un'auto è finita fuori strada nella zona di San Prospero.;1;1
1500;L'incidente è avvenuto alle ore 5.45 di venerdì 17 febbraio.;1;1
1501;Il conducente di un'Audi bianca ha perso il controllo del mezzo, forse per un malore ed ora si trova nell'area rossi del Pronto Soccorso.;1;1
1502;L'episodio è avvenuto poco dopo le ore 12: l'elisoccorso lo ha trasportato all'Ospedale Maggiore Grande paura poco dopo le ore 12 a Felino, in via Roma.;1;1
1503;L'incidente è avvenuto alle ore 8.40 di sabato 11 febbraio: coinvolto un solo veicolo Nella mattinata di sabato 11 febbraio si è verificato un grave incidente stradale a Castione Baratti, una frazione di Traversetolo.;1;1
1504;Tamponamento tra un Suv ed un'auto in via Traversetolo alle ore 18.30 di venerdì 10 febbraio.;1;0
1505;Le strade con maggiore incidentalità sono via Emilia Ovest,con 58 incidenti, via Emilio Lepido con 5 incidenti, Via Emilia Est con 35, via La Spezia, viale Piacenza e via Mantova con 22 incidenti, strada Traversetolo con 20 incidenti, via Fleming con 19, via Gramsci con 17 incidenti, piazzale Santa Croce con 14, via Sidoli con 13, Strada Baganzola, via Colorno, via Silvio Pellico e viale Fratti con 11 incidenti.;1;0
1506;Sul posto ambulanze e automediche Grave incidente in tangenziale Sud poco prima delle 14 nel pomeriggio del 10 febbraio.;1;1
1507;La vittina è Roberto Corradi, un'operaio di 45 anni Tragico schianto alle 5 di mattina sull'Asolana, in corrispondenza della tangenziale di Colorno.;1;1
1508;14 di Tizzano in località Boschetto al Km 0+500, un mezzo pesante è uscito dalla sede stradale finendo nella scarpata stradale di valle.;1;0
1509;Il giovane, che era in viaggio con il furgone della ditta del padre per la quale lavorava, è morto poco dopo l'arrivo all'Ospedale di Baggiovara Ermir Blushaj, 21 anni, è la vittima dell'incidente che si è verificato a Carpi, all'altezza dell'abitato di Cortile, nel pomeriggio di lunedì 6 febbraio.;1;1
1510;Tragico scontro a Carpi: la vittima è Ermir Blushaj, che era a bordo del furgone della ditta Meri Trasporti Tragico schianto mortale a Carpi.;1;1
1511;Sul posto Vigili del Fuoco e Polizia Municipale Nella mattinata di sabato 4 febbraio, dopo le ore 11.30, un'auto è finita contro un palo mentre stava percorrendo viale Piacenza.;1;1
1512;Incidente nel pomeriggio del 2 febbraio: sul posto le ambulanze e i Vigili del Fuoco Nel tardo pomeriggio di giovedì 2 febbraio un'auto è stata protagonista di uno spettacolare incidente stradale in corrispondenza dell'uscita della tangenziale Nord di via Paradigna.;1;0
1513;Il conducente è grave: interrotta la circolazione dei treni sulla linea ferroviaria dalle ore 6 del 28 gennaio Grave incidente al passaggio livello di via della Ziziola a Brescia.;1;1
1514;Grave incidente nel Comune di Albareto, nella frazione di Bertorella.;1;1
1515;La circolazione è difficoltosa tra i due caselli: in mattinata si è verificato uno scontro tra veicoli Nella mattinata di oggi, 26 gennaio, si è verificato un incidente sull'autostrada A1, all'altezza del chilometro 124.;1;0
1516;Il mezzo è finito fuori strada in pieno rettilineo: l'incidente è avvenuto alle ore 10 del 24 gennaio Nella mattinata di martedì 24 gennaio, poco prima delle ore 10, un'automobile è finita fuori strada, per cause in corso di accertamento.;1;1
1517;Altro importante investimento, la nuova centrale operativa che entro l’estate verrà inaugurata a Felino, costata 150.000 euro finanziati dalla Regione.;1;0
1518;Il ragazzo e la ragazza che erano a bordo del ciclomotore sono caduti a terra Erano circa le 16, quando si è verificato un incidente stradale in via della Repubblica, di fronte a via Petrarca.;1;1
1519;"Dopo la tragica morte di Filippo Ricotti, travolto a Cascinapiano prima della fermata dell'autobus i residenti protestano per le condizioni di scarsa sicurezza della strada ""In quel tratto di strada quando c'è buio non si vede niente ed è pericoloso.";1;1
1520;"Il giovane 17enne travolto da un'auto a Cascinapiano frequentava il Liceo Bertolucci: il ricordo di studenti e professori Filippo Ricotti, il giovane 17enne travolto da un'auto a Cascinapiano mentre stava andando a prendere l'autobus per andare a scuola frequentava il Liceo Bertolucci: il ricordo di studenti e professori ""Una notizia terribile ha sconvolto stamattina il Liceo Bertolucci- si legge sul sito della scuola - I compagni, i docenti, l'intera scuola sono vicini alla mamma, al papà e alla sorella.";1;1
1521;Il giovane travolto ed ucciso da un'auto a Cascinapiano era figlio di Stefano Ricotti, presidente dal 1996 della Dalter Alimentari: giocava negli Juniores della Langhiranese Qualcuno la mattina del 17 gennaio stava portando un pallone da calcio a Cascinapiano, nel luogo esatto dove è stato investito ed ucciso Filippo.;1;1
1522;ricordano Filippo Ricotti, il 17enne travolto ed ucciso da un'auto mentre si recava alla fermata dell'autobus a Cascinapiano la mattina del 17 gennaio Filippo Ricotti, morto a 17 anni travolto da un'auto mentre stava raggiungendo la fermata del bus a Cascinapiano per andare a scuola, giocava nella squadra Juniores della Langhiranese Calcio.;1;1
1523;È successo tra Torrechiara e Cascinapiano nelle prime ore della mattina di martedì 17 gennaio.;1;1
1525;Il grave tamponamento è avvenuto alle ore 14 a Parola, poco prima dell'ingresso della tangenziale di Fidenza.;1;1
1526;Il nucleo autotrasporti della Polizia Pedemontana Parmense ha scoperto e multato un camionista che non rispettava i riposi previsti dal Codice della Strada Beccato nel Comune di Montechiarugolo, l’uomo disinseriva sistematicamente la sua carta tachigrafica per nascondere le ore di guida.;1;1
1527;"""L’associazione e’ a disposizione di chiunque sia stato danneggiato per ottenere il ristoro dei danni"" ""In queste ore -si legge in una nota dei Nuovi Consumatori- stanno giungendo diverse segnalazioni all’associazione di alcuni utenti che lamentano danni a mezzi e persone a causa del manto stradale ghiacciato, chiedendoci a chi e’ possibile ascrivere una responsabilita’.";1;0
1528;Il Maggiore di Parma schiera medici di Pronto Soccorso, ortopedici, radiologi, anestesisti, infermieri, tecnici di radiologia, ausiliari, posti letto e barelle per affrontare la situazione Un Sant’Ilario freddo e ghiacciato ha causato difficoltà a molti parmigiani che si sono dovuti rivolgere alPronto Soccorso dell’Ospedale Maggiore di Parmaper i traumi riportati dalle cadute.;1;1
1529;Secondo incidente in tangenziale, sempre per la presenza di ghiaccio Nella mattinata di oggi, venerdì 13 gennaio, si è verificato un secondo incidente in tangenziale, oltre al tamponamento a catena avvenuto in corrispondenza dell'uscita per il Centro Torri.;1;1
1530;I Vigili del Fuoco stanno intervenendo in modo massiccio da questa notte: incidentI, auto nel canale.;1;1
1531;Pericolo ghiaccio sulle strade la mattina del 13 gennaio: le auto scivolano Nella mattinata di venerdì 13 gennaio tra Parma e provincia si stanno verificando alcune uscite di strada ed incidenti stradali.;1;0
1532;La donna è stata soccorsa dall'ambulanza del 118 Erano da poco passate le 13.40 quando, per cause in corso di accertamento, un furgoncino bianco ha investito una donna anziana in bicicletta che stava percorrendo via della Villetta, a ridosso del cimitero della Villetta.;1;1
1533;I due conducenti sono stati trasportati al Pronto Soccorso Erano circa le 18,15 quando una Peugeot 208, condotta da un trentottenne, proveniente da via Ximenes, nell’immettersi in via Picasso, ha urtato due auto in sosta.;1;1
1534;L'incidente è avvenuto alle ore 14.30 dell'11 gennaio Nel pomeriggio dell'11 gennaio, alle ore 14.30 circa, in via Trento, in corrispondenza del civico 51, si è verificato un lieve sinistro stradale che ha coinvolto tre veicoli, i quali, dirigendosi da sud a nord (dal centro città al casello A1), sono entrati in collisione a seguito di tamponamento.;1;1
1535;L'incidente è avvenuto la mattina di domenica 8 gennaio alle ore 10 Donna ferita in un incidente questa mattina alla rotatoria di strada Elevata.Erano circa le 10 quando due pattuglie della polizia municipale sono intervenute a seguito di incidente che si è verificato alla rotatoria tra via Mantova, via Zarotto e via Emilia Est.;1;0
1536;L'86enne Silvano Serafini era ricoverato nel reparto di Rianimazione dell'Ospedale Maggiore di Parma Dopo il tragico scontro frontale avvenuto nei pressi del Fidenza Village nel pomeriggio del 3 gennaio una donna di 60 anni, è morta al Pronto Soccorso dell'Ospedale Maggiore di Parma.;1;1
1537;Daniela Carloni è morta dopo il ricovero in Ospedale: il marito si trova ancora nel reparto di Rianimazione dell'Ospedale Maggiore di Parma Drammatiche novità rispetto al grave incidente che è avvenuto verso le 18 del 3 gennaio, nei pressi del Fidenza Village, in località San Michele Campagna sulla strada provinciale per Soragna A bordo di un auto una 60enne residente in città, Daniela Carloni, residente a Solignano, è deceduta il 4 gennaio, dopo il ricovero in Ospedale..;1;1
1538;Nel tardo pomeriggio del 3 gennaio due auto si sono scontrate: Vigili del Fuoco e soccorritori del 118 sul posto Grave scontro nel tardo pomeriggio di martedì 3 gennaio a San Michele Campagna, nei pressi del Fidenza Village a Fidenza.;1;1
1539;I soccorritori del 118 hanno trasportato il conducente del moto scooter in ospedale: sul posto la Polizia Municipale Un grave incidente si è verificato alle ore 14.50 in viale Osacca, nella zona dell'Ospedale Maggiore.;1;1
